Product ID,Short Description,Cost
DSSUDEL44204000BX004,2TB SATA 6Gbps 7.2K 3.5" Fully assembled (Hot Plug) Hard Drive ,200
SS-DEL4400363,1TB Near Line SAS 6Gbps 7.2K 2.5" Fully assembled (Hot Plug) Hard Drive ,220
SS-DEL4400085,1TB Near Line SAS 12Gbps 7.2K 3.5" Fully assembled (Hot Plug) Hard Drive ,225
SS-DEL4400007,1.2TB 10K RPM SAS 12GBPS 2.5in Hot-plug Hard Drive,250
SS-DEL4400006,"1.2TB 10K RPM SAS 12GBPS 2.5in Hot-plug Hard Drive,3.5in HYB CARR",250
DSSUDEL44204000BX001,2TB Near Line SAS 12Gbps 7.2K 3.5" Fully assembled (Hot Plug) Hard Drive,265
SS-DEL4400120,3TB Near Line SAS 6Gbps 7.2K 3.5" Fully assembled (Hot Plug) Hard Drive ,210
SS-DEL4400031,4TB Near Line SAS 12Gbps 7.2K 3.5" Fully assembled (Hot Plug) Hard Drive,270
SS-DEL4400070,6TB Near Line SAS 12Gbps 512E 7.2K 3.5" Fully assembled (Hot Plug) Hard Drive,300
SS-DEL4400036,8TB 7.2K RPM NLSAS 512e 3.5'' Fully assembled (Hot Plug) Hard Drive,400
DSSUDEL44102000BX007,12TB 7.2K RPM NLSAS 12Gbps 512e 3.5in Hot-plug Hard Drive CK ,525
DSSUDEL44204000BX006,DELL 20TB 7.2K RPM NLSAS 12GBPS 512E 3.5IN HDD,725
SS-DEL4400026,300GB 10K RPM SAS 12Gbps 512n 2.5in Hot- plug Hard Drive 3.5in HYB CARR CK ,165
SS-DEL4400027,300GB 15K RPM SAS 12Gbps 512n 2.5in Hot- plug Hard Drive 3.5in HYB CARR CK,190
SS-DEL4400411,300GB 15K SAS 12Gbps 2.5 13G FOR R730,150
DSSUDEL44600000BX002,600GB 10K RPM SAS 12Gbps 512n 2.5in Hot- plug Hard Drive 3.5in HYB CARRCK ,190
DSSUDEL44600000BX001,600GB 15K RPM SAS 12Gbps 512n 2.5in Hot- plug Hard Drive 3.5in HYB CARR CK ,250
DSSUDEL44900000BX002,"900GB 10K RPM SAS 12Gbps 512n 2.5in Hot- plug Hard Drive, 3.5in HYB CARR, CK ",210
DSSUDEL44900000BX001,"900GB 15K RPM SAS 12Gbps 512n 2.5in Hot- plug Hard Drive, 3.5in HYB CARR, CK ",375
SS-DEL4400069,"2.4TB 10K RPM SAS 12Gbps 512e 2.5in Hot-  plug Hard Drive, 3.5in HYB CARR, CK ",375
SS-DEL4400059,"2.4TB 10K RPM SAS 12Gbps 512e 2.5in Hot-  plug Hard Drive, CK ",375
KINGSTON SERVER HARD DISK DRIVES,,
SS-DEL4400398,480G DC600M (Mixed-Use) 2.5” Enterprise SATA SSD,250
SS-DEL4400397,960G DC600M (Mixed-Use) 2.5” Enterprise SATA SSD,375
SS-DEL4400396,1920G DC600M (Mixed-Use) 2.5” Enterprise SATA SSD,490
DSSUDEL44393000BX001,3840G DC600M (Mixed-Use) 2.5” Enterprise SATA SSD,590
SS-DEL4400394,7680G DC600M (Mixed-Use) 2.5” Enterprise SATA SSD,890
Samsung SERVER HARD DISK DRIVES,,
 SS-DEL4400387,SAMSUNG PM893 Series 480GB TLC SATA 6Gbps SSD - MZ7L3480HCHQ-00A07,275
SS-DEL4400353,SAMSUNG PM893 SERIES 960GB SATA 6GPBS (MZ7L3960HCJR-00A07) DWPD Read intensive,400
SS-DEL4400352,SAMSUNG 1.92TB PM893 SATA SERVER SSD (MZ7L31T9HBLT-00A07) DWPD Read intensive,600
 SERVER CPU,,
,"Intel Xeon E5-2620 v4 (2.1GHz,20M Cache,8.00GT/s QPI,Turbo,HT,8C/16T 85W) G13",400
CPUDEL00092,"Intel Xeon E5-2630 v4 (2.2GHz,25M Cache,8.00GT/s QPI,Turbo,HT,10C/20T 85W) G13",550
CPUDEL00014 ,"Intel Xeon E5-2640 v4 (2.4GHz,25M Cache,8.00GT/s QPI,Turbo,HT,10C/20T 90W) G13",600
CPUDEL00093,"Intel Xeon E5-2650 v4 (2.2GHz,30M Cache,9.60GT/s QPI,Turbo,HT,12C/24T 105W) G13",650
SS-GEN2200012,"Intel Xeon Silver 4110 2.1G, 8C/16T, 9.6GT/s 2UPI, 11M Cache, Turbo, HT (85W)",450
SS-GEN2200011,"Intel Xeon Silver 4114 2.2G, 10C/20T, 9.6GT/s 2UPI, 14M Cache, Turbo, HT (85W)",700
SS-GEN2200026,"Intel Xeon Silver 4116 2.1G, 12C/24T, 9.6GT/s, 16M Cache ",900
SS-GEN2200035,"Intel Xeon Gold 5120 Processor 19.25M Cache, 2.20 GHz, 14C",1350
SS-GEN2200017,"Intel Xeon Gold 5118 Processor 16.5M Cache, 2.30 GHz, 12C",850
SS-GEN2200028,"Intel Xeon Gold 6130 Processor 22M Cache 2.1GHz, 16C",950
SS-GEN2200018,"Intel Xeon Silver 4208 2.1G, 8C/16T, 9.6GT/s 2UPI, 11M Cache, Turbo, HT (85W)",500
SS-GEN2200022,"Intel Xeon Silver 4210 2.2G, 10C/20T, 9.6GT/s 2UPI, 13.75M Cache, Turbo, HT (85W)",520
SS-GEN2200030,"Intel Xeon Silver 4214 2.2G, 12C/24T, 9.6GT/s 2UPI, 16.5M Cache, Turbo, HT (85W)",775
SS-GEN2200020,"Intel Xeon Silver 4216 2.1G, 16C/32T, 9.6GT/s, 22M Cache ",1100
SS-GEN2200034,"Intel Xeon Gold 5220 Processor 24.75M Cache, 2.20 GHz, 18C",1575
SS-GEN2200027,"Intel Xeon Gold 5218 Processor 22M Cache, 2.30 GHz, 16C",1350
SS-GEN2200040,"Intel Xeon Gold 5217 Processor 11M Cache 3.00GHz, 8C",2100
SS-GEN2200031,"Intel Xeon Gold 6230 Processor 27.5M Cache 2.1GHz, 20C",2000
SS-GEN5500087,"Intel Xeon Silver 4210R 2.4G, 10C/20T, 9.6GT/s 2UPI, 13.75M Cache, Turbo, HT (100W)",580
SS-GEN5500086,"Intel Xeon Silver 4214R 2.4G, 12C/24T, 9.6GT/s 2UPI, 16.5M Cache, Turbo, HT (100W)",875
 SS-GEN2200067,"Intel Xeon Gold 5218R Processor 27.5M Cache, 2.10 GHz, 20C",1400
SS-GEN2200111,"Intel Xeon 4310 CPU Processor 18M Cache, 2.10 GHz, 12C",550
SS-GEN2200115,"Intel Xeon 4314 CPU Processor 24M Cache, 2.40 GHz, 16C",875
SS-GEN2200120 ,"Intel Xeon 4316 CPU Processor 30M Cache, 2.30 GHz, 20C",1150
SS-GEN2200132,"INTEL Xeon Gold 5318Y CPU Processor 36M Cache, 2.10 GHz, 24C",1300
SS-GEN2200127  ,"Intel Xeon Gold 6330 CPU Processor 42M Cache, 2.00 GHz, 28C",1800
SS-GEN2200155,Intel Xeon-S 4410Y  2.0GHz 12-core 1P CPU,650
SS-DEL5500226,"412-AAYT  R750xs  Standard Heatsink, CUS Kit",190
SS-DEL5500227,"330-BBXH    Riser Config 0, 1x OCP 3.0(x16) + 3x16LP + 1x4LP(Gen3) + Risers: 2x16 LP, CK",650
SS-DEL5500144,DELL PCi-E High Prof Boss SATA Controller Card,500
SS-DEL4400097,240GB SSD SATA 6Gb/s M.2 for BOSS Card,250
SS-DEL4400405,480GB SATA SSD NVME FOR BOSS CONTROLLER,325
DELL - RACK & RACK OPTIONS,,
SS-DEL5500103,42U High Density Rack 42 Base with doors DELL NetShelter SX 42U Enclosure,1900
DELRRO00003,PowerEdge KVM 1081AD - 8 Port Keyboard/Video/Mouse Analog Switch ,1100
RRODEL00056,"DELL DAV2216-G01 16-Port Analog, Upgradable to Digital KVM Switch with 2 Local Users, 1 Power Supply",1550
RRODEL00057,APC Basic Rack-Mount PDU - power distribution strip,450
SS-DEL5500070,"( 481-BBBC ) Dell LED KMM, 18.5"", 1U, International English Keyboard - D KMM  LED 18.5 ",1475
RRODEL00058 ,DELL DUSBIAC-10 for 10FT USB/VGA CAT5 Integrated Access Cable for the Dell DAV2108 & DAV2216,140
SS-GEN5500022,Dell Broadcom BCM 5719 4 Ports 1Gbe Network PCI-E Ethernet Adapter,180
SS-GEN5500045,Dell Broadcom BCM 5719 2 Ports 1Gbe Network PCI-E Ethernet Adapter,160
SRODEL00039,QLogic 57800 2x10Gb DA/SFP+ + 2x1Gb BT Network Card CusKit ,250
SRODEL00038,QLogic 2692 Dual Port 16Gb Fiber Channel HBA ,1225
SS-GEN5500097,Dell PERC H730P PCI-E 2GB MB CACHE 12Gb/s PCI-E Controller Card Low Profile,550
OTHERS00577,Dell PERC H740P Mini Mono RAID Controller Card 8GB NV Cache,700
SS-GEN5500025,Dell Broadcom 57416 Dual Port 10Gb Base-T + 5720 2Port 1GB Base-T rNDC,250
SS-GEN5500035,Dell Broadcom 57800-T 2x10GB 2x1GB Quad Port Netxtreme Daughter Card ,120
SS-DEL5500248,"634-BSGS MS2019 Standard Ed, Additional License, 2 CORE,NO MEDIA/KEY, Custo",100
Lenovo  Consumer Laptops,,
DGCULNV11IP3DI3BX007,( 82X700BTAX)  IPS3/i3-1315U/8/256/UHD/15.6'/Dos/Non-BL/Ar-kb/ArcticGrey,290
DGCULNV11LP5DU7BX001,"(83DC002CAX )IDEAPAD SLIM 5 16IMH9,ULTRA 7 155H,16GB,512GB,DOS,ENGKB",900
DGAULNV11I27DI5BX001,"(F0HM000NAX)  IDEA CENTRE AIO 3 DESKTOP,  Intel® Core™ i5-13420H 13Gen Processor (3.40GHz up to 4.6GHz, 12 MB cache, 8 Cores -12 Thread) Ram : 8 GB DDR5 5200 MHz ,SSD :512GB NVMe PCIe SSD    ,Graphics Card :Integrated Intel® UHD Display: 27"" FHD (1920x1080)  IPS-Level ,  Wireless Keyboard+ Mouse /DOS / white Color English/ Arabic",675
DGCULNV11I24DI7BX007,"(F0HN00LGAX) LENOVO IDEACENTRE AIO 3  24IRH9,Intel Core i7-13620H 23.8"" FHD (1920x1080) IPS Anti-glare 250nits, 100Hz, 99% sRGB, hardware low blue light, 3-side borderless, Touch, 10C (6P + 4E) / 16T, P-core up to 4.9GHz, E-core up to 3.6GHz, 24MB,1x 8GB SO-DIMM DDR5-5200,512GB SSD M.2 2280 PCIe 4.0x4 NVMe,Integrated Intel UHD Graphics,1-year, Courier or Carry-in",750
Gaming,,
DGCULNV11L15DI7BX014," (83DV00UPPS) Lenovo LOQ 15 Intel® Core™ i7-13650HX 13Gen Processor (3.60GHz up to 3.90GHz, 24 MB cache, 14 Cores -20 Thread) Ram : 24GB DDR5 4800 MHz ,SSD :512GB NVMe PCIe SSD    ,Graphics Card :NVIDIA GeForce RTX 3050  (6GB DDR6 dedicated)Display: 15.6"" FHD+ (1920x1080)  144Hz IPS-Level Keyboard  White Backlit , DOS English ",850
DGCULNV11L15DI7BX011," (83DV00UKPS) Lenovo LOQ 15 Intel® Core™ i7-13650HX 13Gen Processor (3.60GHz up to 3.90GHz, 24 MB cache, 14 Cores -20 Thread) Ram : 24GB DDR5 4800 MHz ,SSD :512GB NVMe PCIe SSD    ,Graphics Card :NVIDIA GeForce RTX 4060  (8GB DDR6 dedicated)Display: 15.6"" FHD (1920x1080)  144Hz IPS-Level Keyboard  White Backlit , DOS English",1050
DGCULNV11L15DI7BX010,"(83DV00ULPS)LENOVO LOQ 15,I7-13650HX,24GB(2X12GB) 4800 DDR5,512GB SSD,NVIDIA GEFORCE RTX 4050 6GB GDDR6,ENG KB,DOS,1YR CARRYIN",950
DGCULNV11L15DI7BX015,"(83DV00RMAX )  LENOVO LOQ 15,I7-14700HX,16GB(2X8GB) DDE5 5600,512GB SSD,RTX4060 8GB GDDR6,E/A KB,DOS,1YR CI,LUNA GREY",1150
DGCULNV11LP5DI7BX016,"(83DG00GTAX) Lenovo Legion  5 Intel® Core™ i7-14650HX 14Gen Processor (2.20GHz up to 5.2GHz, 30 MB cache, 16 Cores -24 Thread) Ram : 16 GB DDR5 5600 MHz ,SSD :1TB NVMe PCIe SSD    ,Graphics Card :NVIDIA GeForce RTX 4050  (6GB DDR6 dedicated)Display: 16.0"" WQXGA (2560x1600) 2.5K , 165Hz IPS-Level Keyboard  4-Zone RGB Backlit , DOS English/Arabic",1250
DGCULNV11LP5DI7BX014,"(83DF0038PS) LENOVO LEGION PRO5,I7-14650HX,16GB DDR5,1TB SSD,NVIDIA GEFORCE RTX 4060  (8GB DDR6 DEDICATED),DOS,ENG KB",1375
DGCULNV11LP5DI7BX015,"(83DG00GSAX)LENOVO LEGION 5,I7-14650HX,16GB DDR5,1TB SSD,NVIDIA GEFORCE RTX 4060 8GB GDDR6,E/A KB,DOS,1YR CARRYIN",1275
 DGCULNV11LP5DI7BX017,"(83DG00JGPS) Lenovo Legion 5 Intel® Core™ i7-14650HX 14Gen Processor (2.20GHz up to 5.2GHz, 30 MB cache, 16 Cores -24 Thread) Ram : 16 GB DDR5 5600 MHz ,SSD :1TB NVMe PCIe SSD    ,Graphics Card :NVIDIA GeForce RTX 4070  (8GB DDR6 dedicated)Display: 16.0"" WQXGA (2560x1600) 2.5K , 240Hz IPS-Level Keyboard  4-Zone RGB Backlit , DOS English",1675
DGCULNV11LP7DU9BX001,"(83F5005GAX) Lenovo Legion Pro 7 16"" — Intel® Core™ Ultra 9 275HX (14th Gen, 24 cores: 8P + 16E, 2.2 GHz base up to 5.4 GHz, 36 MB cache) 64 GB DDR5‑5600 MHz,2 x 1 TB NVMe PCIe 4.0 SSD, NVIDIA GeForce RTX 5080 (16 GB GDDR7 dedicated),16.0″ WQXGA (2560×1600) OLED, 240 Hz (IPS-level equivalent) Per-key RGB backlit, English layoutDOS English (likely, as per your original format)
Warranty: 1‑Year Carry‑In",3800
DGCULNV11LP7DU9BX002,"(83F5008LAX) LEGION P7 16WQX,Intel Core Ultra 9 275HX, 24C (8P + 16E) / 24T, Max Turbo up to 5.4GHz, 36MB,2x 32GB CSODIMM DDR5-6400,2TB SSD M.2 2280 PCIe 5.0x4 Performance NVMe,NVIDIA GeForce RTX 5090 24GB GDDR7 Boost Clock 2160MHz, TGP 175W, 1824 AI TOPS,1-year, Courier or Carry-in",4200
HP Tower Servers,,
Tower Servers ML30 & ML350,,
DSSUHPE11M30000BX003,"(P65096-421) HPE ProLiant ML30 Gen11 server with one Intel® Xeon® E-2436, 1x 16 GB single rank memory, Embedded Intel VROC SATA software RAID, eight small form factor drive bays, one HPE ProLiant ML30 Gen11 Front PCI Fan and Baffle Kit, one HPE 800W Flex Slot Titanium Hot Plug Low Halogen Power Supply Kit, and 3/3/3 warranty",1750
DSSUHPE11M30000BX004,"(P71385-425)HPE ProLiant ML30 GEN11 Intel® Xeon® E-2414 processor,1x 32 GB dual-rank RAM, integrated Intel VROC Software RAID, four LFF drive slip,, 2x HPE 1 TB SATA 6 G mission critical 7,200 R/min LFF RW 1 year warranty Multivendor hard drive, an HPE ProLiant ML30 Gen10 Plus 350 W Platinum ATX FIO power supply, hot plug capable, low halogen and 3/3/3 warranty",1550
DSSUHPE11M35000BX003,"(P53567-421) HPE ProLiant ML350 Gen11 Silver 4410Y 2.0GHz 12-core 1P 8SFF 1x1000W RPS Server,  HPE 32GB 2Rx8 PC5-4800B-R Smart Kit, HPE MR408i-o storage controller, eight small form factor drive bays, and one 1000W power supply. Default with 1Gb 4p BASE-T OCP Adptr. ,4U Tower, 58.42 x 98.43 x 30.48 cm, 33Kg, 3/3/3 - Server Warranty",3900
DSSUHPE11M35000BX007,"(P71671-425) HPE ProLiant ML350 Gen11 server with one Intel® Xeon® Silver 4510 processor, 2 x 32GB DDR5 RDIMM memory, HPE MR408i-o memory controller, 2 x 960GB SATA SSD, Broadcom BCM5719 Ethernet 1Gb 4-Port BASE-T OCP3 ,eight SFF drive bays, and 2 x HPE 1000W Flex Slot power supply",4500
HP RACK Servers,,
RACK Servers DL20,,
DSSUHPE11D20000BX008,"(P65394-421) HPE ProLiant DL20 Gen11 server with one Intel® Xeon® E-2434 processor, 16 GB memory, two LFF drive bays and one 290W Platinum Power Supply",1450
DSSUHPE11D20000BX006,"( P65396-421 ) HPE ProLiant DL20 Gen10 11 Intel Xeon E-2436, 16GB (1x16GB) DDR5 UDIMM 4 x Hot-Plug LFF Large Form Factor Intel VROC RAID No Optical, 500W, 3yrs NBD Warranty, 1U,  4.32 x 43.46 x 38.22 cm, 7Kg, Server warranty includes 3-years parts, 3-years labor, and 3-years on-site support with next business day response",1650
RACK Servers DL360,,
SS-HPH1100089,"(P55241-B21) HPE ProLiant DL360 Gen10 Plus server with one Intel Xeon 12-core Silver 4310 / 2.1Ghz, 1x 32GB dual rank memory, Broadcom Mega RAID MR416i-a x16 Lanes 4GB Cache NVMe/SAS 12G Controller for HPE Gen10 Plus with HPE 96W Smart Storage Lithium-ion Battery with 145 mm Cable, eight small form factor SAS/SATA/NVMe drive bays, five high performance fans, one HPE 800W Flex Slot Platinum Hot Plug Low Halogen Power Supply, and a 3/3/3 warranty/  4.5 x 44.5 x 77 cm",3650
DSSUHPE11D36000BX013,"(P55274-421) HPE ProLiant DL360 Gen10 Plus server with one Intel® Xeon® Silver 4310 Processor, 32 GB (1x32 GB) Dual Rank Memory, one HPE MR416i-a Gen10 Plus x16 Lanes 4GB Cache NVMe/SAS 12G Controller, Drive Bay(s) for 8 small form factor drives, one HPE ProLiant DL36x Gen10 Plus High Performance Fan Kit, one HPE 800W Flex Slot Titanium Hot Plug Low Halogen Power Supply Kit, and a 3/3/3 warranty",3725
DSSUHPE11D36000BX014,"(P55275-421) HPE ProLiant DL360 Gen10 Plus server with one Intel® Xeon® Silver 4314 Processor, 32 GB (1x32 GB) Dual Rank Memory, one HPE MR416i-a Gen10 Plus x16 Lanes 4GB Cache NVMe/SAS 12G Controller, Drive Bay(s) for 8 small form factor drives, one HPE ProLiant DL36x Gen10 Plus High Performance Fan Kit, one HPE 800W Flex Slot Titanium Hot Plug Low Halogen Power Supply Kit, and a 3/3/3 warranty",3875
DSSUHPE11D36000BX010,"( P77128-425 )  HPE ProLiant DL360 Gen10 Plus 8 SFF rack server with one Intel® Xeon® Silver 4309Y processor,
64GB (2x32GB) memory, HPE SR416i-a Gen10 Plus x16 Lanes 4GB Cache NVMe/SAS 24G Controller, 
2x 480GB SATA SSD Read Intensive, Broadcom BCM5719 Ethernet 1Gb 4-port BASE-T OCP3 ,five standard fans, 2x HPE 800W Flex Slot Titanium Hot Plug Low Halogen Power Supply , and a 3/3/3 warranty",3500
DSSUHPE11D36000BX011,"(P77171-425) HPE ProLiant DL360 Gen10 Plus 8 SFF rack server with one Intel® Xeon® Silver 4309Y processor,     
64GB (2x32GB)  memory, HPE SR416i-a Gen10 Plus x16 Lanes 4GB Cache NVMe/SAS 24G Controller, 
2x HPE 2.4TB SAS 12G Mission Critical 10K  512e SFF HDD, Broadcom BCM5719 Ethernet 1Gb 4-port BASE-T OCP3, five standard fans, 2x HPE 800W Flex Slot Titanium Hot Plug Low Halogen Power Supply, and a 3/3/3 warranty",3900
DSSUHPE11D36000BX004,"( P51930-421 ) HPE ProLiant DL360 Gen11 4410Y 2.0GHz 12-core 1P 32GB-R HPE MR408i-o Gen11 x8 Lanes 4GB Cache OCP SPDM Storage Controller and Smart Storage Battery 8SFF, Broadcom BCM5719 Ethernet 1Gb 4-port BASE-T OCP3 , 1 x 800W PS Server.  3/3/3 warranty. 24.1 x 60 x 99 cm/ 33Kg",3250
DSSUHPE11D36000BX005,"( P51931-421 ) HPE ProLiant DL360 Gen11 Intel® Xeon® Gold 5416S (16 core, 2.0 GHz, 30 MB L3, 150W) 1P 32GB-R HPE MR408i-o Gen11 x8 Lanes 4GB Cache OCP SPDM Storage Controller and Smart Storage Battery 8SFF, Broadcom BCM57416 Ethernet 10Gb 2-port BASE-T Adapter for HPE, Embedded Intel® VROC SATA for HPE ProLiant Gen11,  , 1 x 800W PS Server.  3/3/3 warranty. 24.1 x 60 x 99 cm/ 33Kg",3450
RACK Servers DL380,,
DSSUHPE11D38000BX001,"(P50751-B21) HPE ProLiant DL380 Gen10/ 8-SFF Hot Plug ( Upgradeable To 24 Sff Front + 6sff Rear), / 2U Rack / 1 x 4210R (2.4GHz, 10 core, 100W), 32GB (1 x 32GB) RDIMM Dual Rank 2933MT/s / Optional locking Bezel Kit, Intrusion Detection Kit, and HPE TPM 2.0/ 3 PCIe 3.0, for detailed descriptions reference the Quick Specs /NO HDD, Embedded 4 x 1GbE Network Adapter , P408i-a w/2GB cache , NO DVD,1x HPE 800W Flex Slot Platinum/ 2U Easy Install Rail Kit / 3-3-3/ 15Kg/ 46 x 75 x 9 cm",2700
DSSUHPE11D38000BX010,"( P55246-B21 ) HPE Proliant Dl380 Gen10 Plus Nc Model - 3rd Gen 1x Intel Xeon 12-core Silver 4310 / 2.1Ghz, 32(1x32GB) DDR4 RDIMM, NO HDD ,Smart Array Mr416i-p/4gb With Smart Storage Battery, Broadcom Bcm57412 Eth 10gb 2P SFP+ Ocp3 Adapter, 8sff X1 Tri-mode 24g U.3 Bc, 1x 800W Power Supply  2-way 2u Rack Server. New Cto With Full MFG Warranty and a 3/3/3 warranty/ 8.75 x 44.54 x 71. cm",3250
DSSUHPE11D38000BX005,"( P55247-B21 ) HPE Proliant Dl380 Gen10 Plus Nc Model - 3rd Gen 1x Intel Xeon 16-core Silver 4314 / 2.4 Ghz, 32(1x32)gb Ddr4 Sdram, Smart Array Mr416i-p/4gb With Smart Storage Battery, Broadcom Bcm57412 Eth 10gb 2p Sfp+ Ocp3 Adapter, 8sff X1 Tri-mode 24g U.3 Bc, 1x 800w Ps 2-way 2u Rack Server. New Cto With Full Mfg Warranty and a 3/3/3 warranty/ 8.75 x 44.54 x 71. cm",3750
DSSUHPE11D38000BX016,"( P77170-425) HPE ProLiant DL380 Gen10 Plus 8 SFF rack server with one Intel® Xeon® Silver 4309Y processor, 
64GB (2x32GB) memory, one HPE SR416i-a Gen10 Plus x16 Lanes 4GB Cache NVMe/SAS 24G Controller, six maximum performance fans, 2x 480GB SATA SSD Read Intensive, Broadcom BCM5719 Ethernet 1Gb 4-port BASE-T OCP3, 2x HPE 800W Flex Slot Titanium Hot Plug Low Halogen Power Supply, and a 3/3/3 warranty",3900
DSSUHPE11D38000BX009,"( P52560-421  ) HPE ProLiant DL380 Gen11 4410Y 2.0GHz 12-core 1P 32GB-R HPE MR408i-o Gen11 x8 Lanes 4GB Cache OCP SPDM Storage Controller 8SFF, Broadcom BCM5719 Ethernet 1Gb 4-port BASE-T OCP3  ,HPE 1000W Flex Slot Titanium hot plug power supply Server  3/3/3 warranty  60 x 99.8 x 27.3 cm/ 44Kg",3900
DSSUHPE11D38000BX017,"( P70456-421 ) HPE ProLiant DL380 Gen11 server with one Intel® Xeon® Silver 4509Y Processor, 32GB (1x32GB) Dual Rank Memory, one HPE MR408i-o Gen11 x8 Lanes 4GB Cache OCP SPDM Storage Controller, Drive Bay(s) for 8 small form factor drives, four standard fans, Broadcom BCM5719 Ethernet 1Gb 4-port BASE-T OCP3 ,one HPE 1000W Flex Slot Titanium Hot Plug Power Supply Kit, and a 3/3/3 warranty",4000
DSSUHPE11D38000BX012,"( P52561-421 ) HPE ProLiant DL380 Gen11 8 SFF, Gold 5416S processor, 32GB DDR5 RDIMM memory, Broadcom MR408i-o storage controller, HPE TPM 2.0 standard on motherboard, Broadcom BCM57416 Ethernet 10Gb 2-port BASE-T Adapter for HPE ,and 1x1000W Flex Slot Titanium Hot Plug Power Supply, 3/3/3: Server Warranty includes three years of parts, three years of labor, and three years of onsite support coverage. Dimensions  60 x 99.8 x 27.3 cm, Weight 41.32 kg",4500
DSSUHPE11D38000BX014,"( P52562-421 ) HPE ProLiant DL380 Gen11 4410Y 2.0GHz 12-core 1P 32GB-R Embedded Intel® VROC SATA for HPE ProLiant Gen11 Lanes 4GB Cache OCP SPDM Storage Controller 12 large form factor (LFF) drive bays, HPE TPM 2.0 standard on motherboard, Broadcom BCM5719 Ethernet 1Gb 4-port BASE-T OCP3  ,HPE 1000W Flex Slot Titanium hot plug power supply Server  3/3/3 warranty 60 x 99.8 x 27.3 cm / 48Kg",3450
DSSUHPE11D38000BX021,"(P77242-425) HPE ProLiant DL380 Gen11 Intel Xeon Silver 4514Y 2.0GHz 16c 1P 4 x 32GB-R Memory, 8SFF NS204i-u NC BCM57416                     2x HPE 1000W Flex Slot Titanium Hot Plug Power Supply Kits ,EU Server, 3/3/3 warranty",5250
DSSUHPE11D38000BX019,"(P70458-421) HPE ProLiant DL380 Gen11 server with one Intel® Xeon® Silver 4514Y Processor, 32GB (1x32GB) Dual Rank Memory, one HPE MR416i-p Gen11 x16 Lanes 8GB Cache PCI SPDM Plug-in Storage Controller, Drive Bay(s) for 12 large form factor drives, Broadcom BCM57416 Ethernet 10Gb 2-port BASE-T, four standard fans, one HPE 1000W Flex Slot Titanium Hot Plug Power Supply Kit, and a 3/3/3 warranty 3/3/3 warranty 3/3/3 warranty",4550
DSSUHPE11D38000BX018,"(P60636-421) HPE ProLiant DL380 Gen11 server with one Intel® Xeon® Silver 4416+ Processor, 32GB (1x32GB) Dual Rank Memory, one HPE MR408i-o Gen11 x8 Lanes 4GB Cache OCP SPDM Storage Controller, Drive Bay(s) for 8 small form factor drives, four standard fans, Broadcom BCM57416 Ethernet 10Gb 2-port BASE-T ,one HPE 1000W Flex Slot Titanium Hot Plug Power Supply Kit 3/3/3 warranty",4650
DSSUHPE11D38000BX034,"(P81786-425) HPE ProLiant DL380 Gen11 server with one Intel® Xeon® Silver 4516Y+ Processor, 64 GB (2x32 GB) Dual Rank Memory, HPE MR408i-o Gen11 x8 Lanes 4GB Cache OCP SPDM Storage Controller, Drive Bay(s) for 8 small form factor drives,4x standard fans, 2x HPE 480GB SATA 6G Read Intensive SFF BC Multi Vendor SSDs, Broadcom BCM57416 Ethernet 10Gb 2-port BASE-T ,2x HPE 1000W Flex Slot Titanium Hot Plug Power Supply  3/3/3 warranty",5900
DSSUHPE11D38000BX033,"(P81784-425) HPE ProLiant DL380 Gen11 server with one Intel® Xeon® Gold 5416S Processor, 64GB (2x32GB) Dual Rank Memory, HPE MR408i-o Gen11 x8 Lanes 4GB Cache OCP SPDM Storage Controller, Drive Bay(s) for 8 small form factor drives,2x HPE 480GB SATA 6G Read Intensive SFF BC Multi Vendor SSDs, Broadcom BCM57416 Ethernet 10Gb 2-port BASE-T Adapter ,2x HPE 1000W Flex Slot Titanium Hot Plug Power Supply Kits 3/3/3 warranty",5750
SAN  Storage (StorageAreaNetwork),,
SS-HPH5500146,"( R0Q74B ) HPE MSA 2060 16Gb Fibre Channel SFF Storage 24 x 2.5'', HPE MSA 2060 Small Form Factor chassis with (2) 4-port 16Gb Fibre Channel Controllers",9500
SS-HPH5500145,"( R0Q80B ) HPE MSA 2062 16Gb FC SFF 24 x 2.5'' Strg includes 2x 1.92TB Read Intensive SSDs, One Advanced Data Services LTU (preinstalled on the array), two AC power supplies, two .7m PDU cords (IEC C14), one rack-mount kit.    ",9000
SS-HPH5500147, ( R0Q73B ) HPE MSA 2060 Large Form Factor 12 x 3.5'' chassis with (2) 4-port 16Gb Fibre Channel Controllers,8800
SS-HPH4400070,( R0Q47A ) HPE MSA 1.92TB SAS RI SFF M2 SSD,1100
SS-HPH5500117,( R0Q67A ) HPE MSA 14.4T SAS 10K SFF M2 6pk HDD Bdl,2150
SS-HPH5500118,( C8R24B ) HPE MSA 16Gb SW FC SFP 4pk XCVR,400
B2B-SSHPH5500059,(R0Q57A) MSA 2.4TB SAS 12G Enterprise 10K SFF (2.5in) M2 3yr Wty HDD,500
B2B-SSHPH5500048,R3R30A - HPE MSA 3.84TB SAS 12G Read Intensive SFF M2 SSD,1150
DSSXHPE55MSA000BX001,HPE MSA 10Gb Short Range iSCSI SFP+ 4-pack Transceiver,475
HP SERVER CPU,,
