Prod ID,Vendor Name,MfgPartNo,Short Description,Detail Description,Cost,Category Name,Inventory,Condition,Criteria
MITSU-SDSQXAO-256G-GN6ZG,SanDisk,SDSQXAO-256G-GN6ZG,"SanDisk Extreme microSD (higher speed, V30/U3)","SanDisk Extreme microSD (higher speed, V30/U3)",29.4,SD Cards,100,NEW,
MITSU-SDSQXCD-256G-GN6MA,SanDisk,SDSQXCD-256G-GN6MA,"SanDisk Extreme microSD (higher speed, V30/U3)","SanDisk Extreme microSD (higher speed, V30/U3)",28.86,SD Cards,100,NEW,
MITSU-SDSQXAO-256G-GN3ZN,SanDisk,SDSQXAO-256G-GN3ZN,"SanDisk Extreme microSD (higher speed, V30/U3)","SanDisk Extreme microSD (higher speed, V30/U3)",28.04,SD Cards,100,NEW,
MITSU-SDSQQVR-128G-GN6IA,SanDisk,SDSQQVR-128G-GN6IA,SanDisk High Endurance microSD (designed for continuous video recording / surveillance),SanDisk High Endurance microSD (designed for continuous video recording / surveillance),23.96,SD Cards,100,NEW,
MITSU-SDSQQNR-256G-GN6IA,SanDisk,SDSQQNR-256G-GN6IA,SanDisk High Endurance microSD (designed for continuous video recording / surveillance),SanDisk High Endurance microSD (designed for continuous video recording / surveillance),22.6,SD Cards,100,NEW,
MITSU-SDSQXAV-256G-GN6MN,SanDisk,SDSQXAV-256G-GN6MN,"SanDisk Extreme microSD (higher speed, V30/U3)","SanDisk Extreme microSD (higher speed, V30/U3)",21.78,SD Cards,100,NEW,
MITSU-SDSQUAC-256G-GN6MN,SanDisk,SDSQUAC-256G-GN6MN,SanDisk Ultra microSD A1/A2 (app performance class),SanDisk Ultra microSD A1/A2 (app performance class),17.97,SD Cards,100,NEW,
MITSU-SDSQXCD-128G-GN6MA,SanDisk,SDSQXCD-128G-GN6MA,"SanDisk Extreme microSD (higher speed, V30/U3)","SanDisk Extreme microSD (higher speed, V30/U3)",17.7,SD Cards,100,NEW,
MITSU-SDSQXAA-128G-IN6MS,SanDisk,SDSQXAA-128G-IN6MS,"SanDisk Extreme microSD (higher speed, V30/U3)","SanDisk Extreme microSD (higher speed, V30/U3)",17.7,SD Cards,100,NEW,
MITSU-SDSQUNR-256G-GN3MN,SanDisk,SDSQUNR-256G-GN3MN,"SanDisk Ultra microSD (UHS-I, Class 10, for mobile/Full HD)","SanDisk Ultra microSD (UHS-I, Class 10, for mobile/Full HD)",16.34,SD Cards,100,NEW,
MITSU-SDSQXAO-128G-GN3ZN,SanDisk,SDSQXAO-128G-GN3ZN,"SanDisk Extreme microSD (higher speed, V30/U3)","SanDisk Extreme microSD (higher speed, V30/U3)",15.79,SD Cards,100,NEW,
MITSU-SDSQQVR-064G-GN6IA,SanDisk,SDSQQVR-064G-GN6IA,SanDisk High Endurance microSD (designed for continuous video recording / surveillance),SanDisk High Endurance microSD (designed for continuous video recording / surveillance),14.16,SD Cards,100,NEW,
MITSU-SDSQQNR-128G-GN6IA,SanDisk,SDSQQNR-128G-GN6IA,SanDisk High Endurance microSD (designed for continuous video recording / surveillance),SanDisk High Endurance microSD (designed for continuous video recording / surveillance),13.07,SD Cards,100,NEW,
MITSU-SDSQXAA-128G-GN6MN,SanDisk,SDSQXAA-128G-GN6MN,"SanDisk Extreme microSD (higher speed, V30/U3)","SanDisk Extreme microSD (higher speed, V30/U3)",13.07,SD Cards,100,NEW,
MITSU-SDSQUAB-128G-GN6MN,SanDisk,SDSQUAB-128G-GN6MN,SanDisk Ultra microSD A1/A2 (app performance class),SanDisk Ultra microSD A1/A2 (app performance class),10.35,SD Cards,100,NEW,
MITSU-SDSQQVR-032G-GN6IA,SanDisk,SDSQQVR-032G-GN6IA,SanDisk High Endurance microSD (designed for continuous video recording / surveillance),SanDisk High Endurance microSD (designed for continuous video recording / surveillance),10.35,SD Cards,100,NEW,
MITSU-SDSQUNR-128G-GN6MN,SanDisk,SDSQUNR-128G-GN6MN,"SanDisk Ultra microSD (UHS-I, Class 10, for mobile/Full HD)","SanDisk Ultra microSD (UHS-I, Class 10, for mobile/Full HD)",9.53,SD Cards,100,NEW,
MITSU-SDSQXCU-064G-GN6MA,SanDisk,SDSQXCU-064G-GN6MA,"SanDisk Extreme microSD (higher speed, V30/U3)","SanDisk Extreme microSD (higher speed, V30/U3)",9.53,SD Cards,100,NEW,
MITSU-SDSQQNR-064G-GN6IA,SanDisk,SDSQQNR-064G-GN6IA,SanDisk High Endurance microSD (designed for continuous video recording / surveillance),SanDisk High Endurance microSD (designed for continuous video recording / surveillance),7.08,SD Cards,100,NEW,
MITSU-SDSQQNR-032G-GN6IA,SanDisk,SDSQQNR-032G-GN6IA,SanDisk High Endurance microSD (designed for continuous video recording / surveillance),SanDisk High Endurance microSD (designed for continuous video recording / surveillance),7.08,SD Cards,100,NEW,
MITSU-SDSQXAH-064G-GN6MN,SanDisk,SDSQXAH-064G-GN6MN,"SanDisk Extreme microSD (higher speed, V30/U3)","SanDisk Extreme microSD (higher speed, V30/U3)",6.81,SD Cards,100,NEW,
MITSU-SDSQUAB-064G-GN6MN,SanDisk,SDSQUAB-064G-GN6MN,SanDisk Ultra microSD A1/A2 (app performance class),SanDisk Ultra microSD A1/A2 (app performance class),5.45,SD Cards,100,NEW,
MITSU-SDSQUNR-064G-GN3MN,SanDisk,SDSQUNR-064G-GN3MN,"SanDisk Ultra microSD (UHS-I, Class 10, for mobile/Full HD)","SanDisk Ultra microSD (UHS-I, Class 10, for mobile/Full HD)",4.9,SD Cards,100,NEW,
MITSU-SDSQUA4-032G-GN6MN,SanDisk,SDSQUA4-032G-GN6MN,SanDisk Ultra microSD A1/A2 (app performance class),SanDisk Ultra microSD A1/A2 (app performance class),4.63,SD Cards,100,NEW,
MITSU-SDSQUNR-032G-GN3MN,SanDisk,SDSQUNR-032G-GN3MN,"SanDisk Ultra microSD (UHS-I, Class 10, for mobile/Full HD)","SanDisk Ultra microSD (UHS-I, Class 10, for mobile/Full HD)",3.54,SD Cards,100,NEW,
MITSU-SDSQUNS-016G-GN3MN,SanDisk,SDSQUNS-016G-GN3MN,"SanDisk Ultra microSD (UHS-I, Class 10, for mobile/Full HD)","SanDisk Ultra microSD (UHS-I, Class 10, for mobile/Full HD)",3.54,SD Cards,100,NEW,
MITSU-SDSSDE82-4T00-G25,SanDisk,SDSSDE82-4T00-G25,SanDisk Extreme Portable SSD (V2) - external,SanDisk Extreme Portable SSD (V2) - external,454.11,Solid State Drives,100,NEW,
MITSU-SDSSDE61-8T00-G25,SanDisk,SDSSDE61-8T00-G25,SanDisk Extreme Portable SSD (V2) - external,SanDisk Extreme Portable SSD (V2) - external,658.57,Solid State Drives,100,NEW,
MITSU-SDSSDE81-4T00-G25,SanDisk,SDSSDE81-4T00-G25,SanDisk Extreme PRO Portable SSD - external,SanDisk Extreme PRO Portable SSD - external,395.58,Solid State Drives,100,NEW,
MITSU-SDSSDE61-4T00-G25,SanDisk,SDSSDE61-4T00-G25,SanDisk Extreme Portable SSD (V2) - external,SanDisk Extreme Portable SSD (V2) - external,329.42,Solid State Drives,100,NEW,
MITSU-SDSSDE81-2T00-G25,SanDisk,SDSSDE81-2T00-G25,SanDisk Extreme PRO Portable SSD - external,SanDisk Extreme PRO Portable SSD - external,239.58,Solid State Drives,100,NEW,
MITSU-SDSSDE61-2T00-G25,SanDisk,SDSSDE61-2T00-G25,SanDisk Extreme Portable SSD (V2) - external,SanDisk Extreme Portable SSD (V2) - external,176.96,Solid State Drives,100,NEW,
MITSU-SDSSDE61-2T00-G25M,SanDisk,SDSSDE61-2T00-G25M,SanDisk Extreme Portable SSD (V2) - external,SanDisk Extreme Portable SSD (V2) - external,176.96,Solid State Drives,100,NEW,
MITSU-SDSSDE81-1T00-G25,SanDisk,SDSSDE81-1T00-G25,SanDisk Extreme PRO Portable SSD - external,SanDisk Extreme PRO Portable SSD - external,147.56,Solid State Drives,100,NEW,
MITSU-SDSSDH3-2T00-G26,SanDisk,SDSSDH3-2T00-G26,SanDisk internal high-performance SSD family,SanDisk internal high-performance SSD family,147.56,Solid State Drives,100,NEW,
MITSU-SDSSDE30-2T00-G26,SanDisk,SDSSDE30-2T00-G26,"SanDisk Portable External SSD (USB-C, portable)","SanDisk Portable External SSD (USB-C, portable)",143.75,Solid State Drives,100,NEW,
MITSU-SDSSDA-2T00-G28,SanDisk,SDSSDA-2T00-G28,SanDisk internal SATA SSD (retail/internal),SanDisk internal SATA SSD (retail/internal),129.05,Solid State Drives,100,NEW,
MITSU-SDSSDE61-1T00-G25,SanDisk,SDSSDE61-1T00-G25,SanDisk Extreme Portable SSD (V2) - external,SanDisk Extreme Portable SSD (V2) - external,118.16,Solid State Drives,100,NEW,
MITSU-SDSSDE61-1T00-G25B,SanDisk,SDSSDE61-1T00-G25B,SanDisk Extreme Portable SSD (V2) - external,SanDisk Extreme Portable SSD (V2) - external,118.16,Solid State Drives,100,NEW,
MITSU-SDSSDE61-1T00-G25B,SanDisk,SDSSDE61-1T00-G25B,SanDisk Extreme Portable SSD (V2) - external,SanDisk Extreme Portable SSD (V2) - external,118.16,Solid State Drives,100,NEW,
MITSU-SDSSDE61-500G-G25,SanDisk,SDSSDE61-500G-G25,SanDisk Extreme Portable SSD (V2) - external,SanDisk Extreme Portable SSD (V2) - external,87.39,Solid State Drives,100,NEW,
MITSU-SDSSDE30-1T00-G26,SanDisk,SDSSDE30-1T00-G26,"SanDisk Portable External SSD (USB-C, portable)","SanDisk Portable External SSD (USB-C, portable)",82.49,Solid State Drives,100,NEW,
MITSU-SDSSDH3-1T00-G26,SanDisk,SDSSDH3-1T00-G26,SanDisk internal high-performance SSD family,SanDisk internal high-performance SSD family,60.98,Solid State Drives,100,NEW,
MITSU-SDSSDA-1T00-G28,SanDisk,SDSSDA-1T00-G28,SanDisk internal SATA SSD (retail/internal),SanDisk internal SATA SSD (retail/internal),59.08,Solid State Drives,100,NEW,
MITSU-WDS500G4B0E,Western Digital,WDS500G4B0E,Western Digital internal SSD (WD Blue/Black family - M.2 SATA/NVMe),Western Digital internal SSD (WD Blue/Black family - M.2 SATA/NVMe),38.12,Solid State Drives,100,NEW,
MITSU-WDS500G3B0A,Western Digital,WDS500G3B0A,Western Digital internal SSD (WD Blue/Black family - M.2 SATA/NVMe),Western Digital internal SSD (WD Blue/Black family - M.2 SATA/NVMe),37.03,Solid State Drives,100,NEW,
MITSU-WDS500G4G0E,Western Digital,WDS500G4G0E,Western Digital internal SSD (WD Blue/Black family - M.2 SATA/NVMe),Western Digital internal SSD (WD Blue/Black family - M.2 SATA/NVMe),35.66,Solid State Drives,100,NEW,
MITSU-SDSSDH3-500G-G26,SanDisk,SDSSDH3-500G-G26,SanDisk internal high-performance SSD family,SanDisk internal high-performance SSD family,34.58,Solid State Drives,100,NEW,
MITSU-SDSSDA3N-250G-G26,SanDisk,SDSSDA3N-250G-G26,SanDisk internal SATA SSD (retail/internal),SanDisk internal SATA SSD (retail/internal),27.23,Solid State Drives,100,NEW,
MITSU-SDSSDA-250G-G28,SanDisk,SDSSDA-250G-G28,"SanDisk SSD Plus 250 GB, 2.5″ SATA III, up to 545 MB/s read and 505 MB/s write.","SanDisk SSD Plus 250 GB, 2.5″ SATA III, up to 545 MB/s read and 505 MB/s write.",21.51,Solid State Drives,100,NEW,
MITSU-WDS100T4B0E,Western Digital,WDS100T4B0E,"WD Blue SN5000 NVMe Gen4 SSD, 1 TB, up to 5,150 MB/s read and 4,900 MB/s write.","WD Blue SN5000 NVMe Gen4 SSD, 1 TB, up to 5,150 MB/s read and 4,900 MB/s write.",65.34,Solid State Drives,100,NEW,
MITSU-WDS100T3B0A,Western Digital,WDS100T3B0A,"WD Blue SN570 NVMe Gen3 SSD, 1 TB, up to 3,500 MB/s read and 3,000 MB/s write.","WD Blue SN570 NVMe Gen3 SSD, 1 TB, up to 3,500 MB/s read and 3,000 MB/s write.",64.52,Solid State Drives,100,NEW,
MITSU-WDS100T4G0E,Western Digital,WDS100T4G0E,"WD Green SN350 NVMe Gen4 SSD, 1 TB, up to 3,200 MB/s read, budget-friendly.","WD Green SN350 NVMe Gen4 SSD, 1 TB, up to 3,200 MB/s read, budget-friendly.",60.98,Solid State Drives,100,NEW,
MITSU-WDS200T4G0E,Western Digital,WDS200T4G0E,"WD Green SN350 NVMe Gen4 SSD, 2 TB, up to 3,200 MB/s read, budget-friendly.","WD Green SN350 NVMe Gen4 SSD, 2 TB, up to 3,200 MB/s read, budget-friendly.",119.25,Solid State Drives,100,NEW,
MITSU-WDS100T4X0E,Western Digital,WDS100T4X0E,"WD Black SN770 NVMe Gen4 SSD, 1 TB, up to 5,150 MB/s read, gaming-focused.","WD Black SN770 NVMe Gen4 SSD, 1 TB, up to 5,150 MB/s read, gaming-focused.",80.04,Solid State Drives,100,NEW,
MITSU-WDS200T4B0E,Western Digital,WDS200T4B0E,"WD Blue SN5000 NVMe Gen4 SSD, 2 TB, up to 5,150 MB/s read and 4,850 MB/s write.","WD Blue SN5000 NVMe Gen4 SSD, 2 TB, up to 5,150 MB/s read and 4,850 MB/s write.",121.7,Solid State Drives,100,NEW,
MITSU-WDS200T4X0E,Western Digital,WDS200T4X0E,"WD Black SN770 NVMe Gen4 SSD, 2 TB, up to 5,150 MB/s read, gaming-focused.","WD Black SN770 NVMe Gen4 SSD, 2 TB, up to 5,150 MB/s read, gaming-focused.",141.3,Solid State Drives,100,NEW,
MITSU-WDS400T4B0E,Western Digital,WDS400T4B0E,"WD Blue SN5000 NVMe Gen4 SSD, 4 TB, up to 5,500 MB/s read and 5,000 MB/s write.","WD Blue SN5000 NVMe Gen4 SSD, 4 TB, up to 5,500 MB/s read and 5,000 MB/s write.",276.61,Solid State Drives,100,NEW,
MITSU-SDSDXXD-1T00-GN4IN,SanDisk,SDSDXXD-1T00-GN4IN,SanDisk Extreme PRO SD/SDXC family,SanDisk Extreme PRO SD/SDXC family,154.37,SD Cards,100,NEW,
MITSU-SDSDXEP-256G-GN4IN,SanDisk,SDSDXEP-256G-GN4IN,SanDisk Extreme PRO SD/SDXC family,SanDisk Extreme PRO SD/SDXC family,87.66,SD Cards,100,NEW,
MITSU-SDSDXDM-064G-GN4IN,SanDisk,SDSDXDM-064G-GN4IN,SanDisk SD family variant (SD cards),SanDisk SD family variant (SD cards),85.21,SD Cards,100,NEW,
MITSU-SDSDXXD-512G-GN4IN,SanDisk,SDSDXXD-512G-GN4IN,SanDisk Extreme PRO SD/SDXC family,SanDisk Extreme PRO SD/SDXC family,73.51,SD Cards,100,NEW,
MITSU-SDIX60N-256G-GN6NE,SanDisk,SDIX60N-256G-GN6NE,"SanDisk industrial SD card (high endurance, industrial grade)","SanDisk industrial SD card (high endurance, industrial grade)",60.44,SD Cards,100,NEW,
MITSU-SDIX90N-256G-GN6NE,SanDisk,SDIX90N-256G-GN6NE,"SanDisk industrial SD card (high endurance, industrial grade)","SanDisk industrial SD card (high endurance, industrial grade)",50.09,SD Cards,100,NEW,
MITSU-SDSDUNC-512G-GN6IN,SanDisk,SDSDUNC-512G-GN6IN,SanDisk Ultra SD / SDXC card (UHS-I),SanDisk Ultra SD / SDXC card (UHS-I),49.55,SD Cards,100,NEW,
MITSU-SDSDXEP-128G-GN4IN,SanDisk,SDSDXEP-128G-GN4IN,SanDisk Extreme PRO SD/SDXC family,SanDisk Extreme PRO SD/SDXC family,46.83,SD Cards,100,NEW,
MITSU-SDIX60N-128G-GN6NE,SanDisk,SDIX60N-128G-GN6NE,"SanDisk industrial SD card (high endurance, industrial grade)","SanDisk industrial SD card (high endurance, industrial grade)",40.02,SD Cards,100,NEW,
MITSU-SDSDXXD-256G-GN4IN,SanDisk,SDSDXXD-256G-GN4IN,SanDisk Extreme PRO SD/SDXC family,SanDisk Extreme PRO SD/SDXC family,38.66,SD Cards,100,NEW,
MITSU-SDSDXEP-064G-GN4IN,SanDisk,SDSDXEP-064G-GN4IN,SanDisk Extreme PRO SD/SDXC family,SanDisk Extreme PRO SD/SDXC family,32.67,SD Cards,100,NEW,
MITSU-SDIX90N-128G-GN6NE,SanDisk,SDIX90N-128G-GN6NE,"SanDisk industrial SD card (high endurance, industrial grade)","SanDisk industrial SD card (high endurance, industrial grade)",31.04,SD Cards,100,NEW,
MITSU-SDIX60N-064G-GN6NN,SanDisk,SDIX60N-064G-GN6NN,"SanDisk industrial SD card (high endurance, industrial grade)","SanDisk industrial SD card (high endurance, industrial grade)",29.68,SD Cards,100,NEW,
MITSU-SDSDUNC-256G-GN6IN,SanDisk,SDSDUNC-256G-GN6IN,SanDisk Ultra SD / SDXC card (UHS-I),SanDisk Ultra SD / SDXC card (UHS-I),24.77,SD Cards,100,NEW,
MITSU-SDIX90N-064G-GN6NN,SanDisk,SDIX90N-064G-GN6NN,"SanDisk industrial SD card (high endurance, industrial grade)","SanDisk industrial SD card (high endurance, industrial grade)",22.05,SD Cards,100,NEW,
MITSU-SDSDUNR-256G-GN3IN,SanDisk,SDSDUNR-256G-GN3IN,SanDisk Ultra SD / SDXC card (UHS-I),SanDisk Ultra SD / SDXC card (UHS-I),20.69,SD Cards,100,NEW,
MITSU-SDSDUNB-128G-GN6IN,SanDisk,SDSDUNB-128G-GN6IN,SanDisk Ultra SD / SDXC card (UHS-I),SanDisk Ultra SD / SDXC card (UHS-I),12.52,SD Cards,100,NEW,
MITSU-SDSDXXU-064G-GN4IN,SanDisk,SDSDXXU-064G-GN4IN,SanDisk Extreme PRO SD/SDXC family,SanDisk Extreme PRO SD/SDXC family,12.52,SD Cards,100,NEW,
MITSU-SDSDUNR-128G-GN3IN,SanDisk,SDSDUNR-128G-GN3IN,SanDisk Ultra SD / SDXC card (UHS-I),SanDisk Ultra SD / SDXC card (UHS-I),10.89,SD Cards,100,NEW,
MITSU-SDSDUNB-064G-GN6IN,SanDisk,SDSDUNB-064G-GN6IN,SanDisk Ultra SD / SDXC card (UHS-I),SanDisk Ultra SD / SDXC card (UHS-I),6.53,SD Cards,100,NEW,
MITSU-SDSDUNR-064G-GN3IN,SanDisk,SDSDUNR-064G-GN3IN,SanDisk Ultra SD / SDXC card (UHS-I),SanDisk Ultra SD / SDXC card (UHS-I),5.99,SD Cards,100,NEW,
MITSU-SDSDUN4-032G-GN6IN,SanDisk,SDSDUN4-032G-GN6IN,SanDisk Ultra SD / SDXC card (UHS-I),SanDisk Ultra SD / SDXC card (UHS-I),5.17,SD Cards,100,NEW,
MITSU-SDSDUNR-032G-GN3IN,SanDisk,SDSDUNR-032G-GN3IN,SanDisk Ultra SD / SDXC card (UHS-I),SanDisk Ultra SD / SDXC card (UHS-I),4.63,SD Cards,100,NEW,
MITSU-SDSDUNC-016G-GN6IN,SanDisk,SDSDUNC-016G-GN6IN,SanDisk Ultra SD / SDXC card (UHS-I),SanDisk Ultra SD / SDXC card (UHS-I),4.36,SD Cards,100,NEW,
MITSU-SDSDUNS-016G-GN3IN,SanDisk,SDSDUNS-016G-GN3IN,SanDisk Ultra SD / SDXC card (UHS-I),SanDisk Ultra SD / SDXC card (UHS-I),4.08,SD Cards,100,NEW,
MITSU-SDCFXPS-064G-X46,SanDisk,SDCFXPS-064G-X46,SanDisk CF/Pro series (variant),SanDisk CF/Pro series (variant),64.52,Flash Drives,100,NEW,
MITSU-SDCFE-064G-GN4NN,SanDisk,SDCFE-064G-GN4NN,SanDisk CompactFlash / professional storage family,SanDisk CompactFlash / professional storage family,66.43,Flash Drives,100,NEW,
MITSU-SDCFE-128G-GN4NN,SanDisk,SDCFE-128G-GN4NN,SanDisk CompactFlash / professional storage family,SanDisk CompactFlash / professional storage family,97.74,Flash Drives,100,NEW,
MITSU-SDCFE-256G-GN4NN,SanDisk,SDCFE-256G-GN4NN,SanDisk CompactFlash / professional storage family,SanDisk CompactFlash / professional storage family,125.78,Flash Drives,100,NEW,
